BSSID,First Time Seen,Last Time Seen,Channel,Speed,Privacy,Cipher,Authentication,Power,#Beacons,#IV,LAN IP,ID-Length,ESSID,Key,Latitudine,Longitudine
90:2B:D2:31:8B:62,2023-05-09 11:43:56,2023-05-09 11:44:02,1,10,WPA2, ,PSK,-38, ,0,0.0.0.0,11,RBTTURISTIC, ,45.383504,28.020105
16:79:09:1C:33:EA,2023-05-09 11:43:57,2023-05-09 11:43:57,6,10,WPA3-TRANSITION, ,,-58, ,0,0.0.0.0,25,ANDRA\342\200\231s iPhone, ,45.383504,28.020105
00:25:00:FF:94:73,2023-05-09 11:13:59,2023-05-09 11:44:09,48,0,, ,,0, ,0,0.0.0.0,17,002500FF9473, ,0,0
90:2B:D2:31:8B:63,2023-05-09 11:44:07,2023-05-09 11:44:07,1,10,WPA2, ,PSK,-50, ,0,0.0.0.0,8,RBTAdmin, ,45.383504,28.020105
14:18:2A:36:B6:91,2023-05-09 11:44:30,2023-05-09 11:44:30,13,,, ,,, ,0,0.0.0.0,17,14182A36B691, ,0,0
26:CD:8D:16:45:2E,2023-05-09 11:44:58,2023-05-09 11:45:06,153,60,WPA2, ,PSK,-72, ,0,0.0.0.0,13,My Skoda 2626, ,45.383504,28.020105
1A:48:CA:6A:98:84,2023-05-09 11:45:17,2023-05-09 11:45:22,149,60,WPA2, ,PSK,-73, ,0,0.0.0.0,10,My VW 6851, ,45.383504,28.020105
1A:48:CA:0A:98:84,2023-05-09 11:45:29,2023-05-09 11:45:29,6,10,WPA2, ,PSK,-62, ,0,0.0.0.0,10,My VW 6851, ,0,90
72:5A:B0:54:CB:34,2023-05-09 11:45:34,2023-05-09 11:45:34,10,10,WPA2, ,PSK,-82, ,0,0.0.0.0,11,Botosel 2.4, ,45.383504,28.020105
76:77:75:67:7D:1B,2023-05-09 11:46:07,2023-05-09 11:46:07,11,10,WPA2, ,PSK,-72, ,0,0.0.0.0,20,George's Galaxy S10+, ,45.383504,28.020105
48:A9:D2:B6:40:A0,2023-05-09 11:32:19,2023-05-09 11:46:55,6,10,WPA2, ,PSK,-46, ,0,0.0.0.0,13,Audi_MMI_4087, ,45.383504,28.020105
28:0F:EB:A9:11:CB,2023-05-09 11:46:19,2023-05-09 11:46:43,165,60,WPA2, ,PSK,-67, ,0,0.0.0.0,21,DACIA_7586           , ,45.383504,28.020105
2C:C8:1B:E9:95:1D,2023-05-09 11:45:00,2023-05-09 11:47:32,153,0,, ,,0, ,0,0.0.0.0,17,2CC81BE9951D, ,0,0
92:06:C3:CB:8D:6A,2023-05-09 11:16:05,2023-05-09 11:47:49,7,10,WPA2, ,PSK,-82, ,0,0.0.0.0,9,Home_CRTR, ,45.383504,28.020105
C2:31:92:AC:57:59,2023-05-09 11:24:44,2023-05-09 11:47:36,9,10,WPA2, ,PSK,-80, ,0,0.0.0.0,17,C23192AC5759, ,90,28.020105
AA:04:FF:30:27:BA,2023-05-09 11:44:32,2023-05-09 11:49:57,6,10,Open, ,,-72, ,1,0.0.0.0,13,motorola edge, ,90,4.37951816197011E-169
CC:88:26:9B:87:AF,2023-05-09 11:50:14,2023-05-09 11:50:33,161,60,WPA2, ,PSK,-68, ,0,0.0.0.0,21,DACIA_8110           , ,45.383504,28.020105
54:67:51:DB:4C:CF,2023-05-09 11:06:33,2023-05-09 11:51:21,48,60,WPA2, ,PSK,-83, ,0,0.0.0.0,10,UPCBF2B766, ,45.383504,28.020105
A0:56:B2:67:9D:A9,2023-05-09 11:51:34,2023-05-09 11:51:34,6,60,WPA2, ,PSK,-76, ,0,0.0.0.0,13,MB WLAN 77292, ,45.383504,28.020105
3C:84:6A:C1:95:1D,2023-05-09 11:14:46,2023-05-09 11:52:17,3,10,WPA2, ,PSK,-78, ,1,0.0.0.0,5,BEN 1, ,45.383504,28.020105
92:06:C3:CB:8D:68,2023-05-09 11:13:12,2023-05-09 11:52:52,7,10,WPA2, ,PSK,-84, ,0,0.0.0.0,9,Home_CRTR, ,45.383504,28.020105
A0:56:B2:9B:8E:1D,2023-05-09 11:52:17,2023-05-09 11:52:36,6,60,WPA2, ,PSK,-74, ,0,0.0.0.0,13,MB WLAN 50767, ,45.383504,28.020105
42:84:6A:01:00:5B,2023-05-09 11:52:44,2023-05-09 11:52:44,5,10,WPA2, ,PSK,-78, ,0,0.0.0.0,17,42846A01005B, ,45.383504,28.020105
F0:85:C1:59:14:80,2023-05-09 11:39:45,2023-05-09 11:53:08,1,10,WPA2, ,PSK,-40, ,0,0.0.0.0,14,70mai_d01_1480, ,45.383504,28.020105
98:44:CE:6E:CD:48,2023-05-09 11:01:56,2023-05-09 11:55:02,11,10,WPA2, ,PSK,-72, ,0,0.0.0.0,9,DIGI-7EKa, ,45.383504,28.020105
92:8E:FA:00:96:C9,2023-05-09 11:54:21,2023-05-09 11:54:43,6,10,WPA2, ,PSK,-54, ,0,0.0.0.0,6,Robert, ,0,5.15782912329873E-28
84:16:F9:2A:AA:98,2023-05-09 11:54:53,2023-05-09 11:54:53,1,10,WPA2, ,PSK,-78, ,0,0.0.0.0,12,TP-LINK_AA98, ,45.383504,28.020105
48:D8:90:BA:16:E2,2023-05-09 11:37:30,2023-05-09 11:56:04,6,10,WPA2, ,PSK,-30, ,0,0.0.0.0,18,DDPAI_mola_N3_16E2, ,0,9.00331407962062E-10
00:31:92:AC:57:57,2023-05-09 11:09:22,2023-05-09 11:56:37,9,10,WPA2, ,PSK,-78, ,0,0.0.0.0,7,Petrica, ,45.383504,28.020105
